"id","name","type","length","startLat","startLng","startStakeNum","endStakeNum","endLat","endLng","tollRoads","endTime","provinceType","operation","isLoopCity","enTollStation","exTollStation","entrystation","exitstation","tollGrantry","ownerid","roadid","roadidname","roadtype","feeKtype","feeHtype","status","Gantrys","inoutprovince","HEX","NOTE","SORT","DIRECTION","BEGINTIME","VERTICALSECTIONTYPE","tollstaion"
"G006561005000210","安塞南匝道-沿河湾",2,10965,"36.854846","109.328382",522.7,533.64,"36.765249","109.355814","G006561","2023-10-31",0,1,0,"G0065610050020","G0065610050040",530103,530102,"G006561005000210",53,1,"延塞高速",1,1,1,1,"G006561005000210010","0","270157","0",343,1,"2003-11-01",1,
"G006561005000220","沿河湾-安塞南匝道",2,10965,"36.765686","109.356243",533.64,522.7,"36.854599","109.328794","G006561","2023-10-01",0,1,0,"G0065610050040","G0065610050020",530102,530103,"G006561005000220",53,1,"延塞高速",1,1,1,1,"G006561005000220010","0","270158","0",344,2,"2003-11-01",1,
"G006561005000310","沿河湾-沿河湾立交",2,461,"36.765249","109.355814",533.64,534,"36.762152","109.356659","G006561","2023-10-01",0,1,0,"G0065610050040",,530102,9900605,,53,1,"延塞高速",1,1,1,1,,"0","270159","0",345,1,"2003-11-01",2,
"G006561005000320","沿河湾立交-沿河湾",2,461,"36.762481","109.356855",534,533.64,"36.765669","109.356293","G006561","2023-10-01",0,1,0,,"G0065610050040",9900605,530102,,53,1,"延塞高速",1,1,1,1,,"0","27015A","0",346,2,"2003-11-01",2,
"G006561005000410","沿河湾立交-马家沟立交",2,3837,"36.762123","109.356659",534,1.4,"36.733116","109.394848","G006561","2023-10-31",0,1,0,,,9900611,9900605,"G006561005000410",53,1,"延塞高速",1,1,1,1,"G006561005000410010","0","27015B","0",347,1,"2003-11-01",1,
"G006561005000420","马家沟立交-沿河湾立交",2,3837,"36.733260","109.395144",1.4,534,"36.762499","109.356864","G006561","2023-10-31",0,1,0,,,9900605,9900611,"G006561005000420",53,1,"延塞高速",1,1,1,1,"G006561005000420010","0","27015C","0",348,2,"2003-11-01",1,
"G006561005000510","马家沟立交-延安北匝道",2,11600,"36.733116","109.394848",1.4,12.192,"36.648773","109.446982","G006561","2023-10-31",0,1,0,,"G0065610050050",9900611,530101,"G006561005000510",53,2,"延塞延安段",1,1,2,1,"G006561005000510010","0","27015D","0",349,1,"2003-11-01",1,
"G006561005000520","延安北匝道-马家沟立交",2,11600,"36.648782","109.447348",12.192,1.4,"36.733289","109.395208","G006561","2023-10-31",0,1,0,"G0065610050050",,530101,9900611,"G006561005000520",53,2,"延塞延安段",1,1,2,1,"G006561005000520010","0","27015E","0",350,2,"2003-11-01",1,
"G006561005000610","安塞北站-安塞北",2,0,"36.952402","109.285832",510.9,518.5,"36.888963","109.315015","G006561","2026-09-05",0,1,0,"G0065610040030","G0065610050010",540101,530104,"G006561005000610",54,1,"靖安安塞段",1,1,1,1,"G006561005000610010","0",,"6",1272,1,"2003-11-01",2,
"G006561005000620","安塞北-安塞北站",2,0,"36.888963","109.315015",518.55,510.9,"36.952402","109.285832","G006561","2026-09-05",0,1,0,"G0065610050010","G0065610040030",530104,540101,"G006561005000620",54,1,"靖安安塞段",1,1,1,1,"G006561005000620010","0",,"6",1273,2,"2003-11-01",2,
"G006561005000710","安塞南站-安塞南",2,0,"36.888963","109.315015",518.5,522.8,"36.854536","109.323398","G006561","2023-10-31",0,1,0,"G0065610050010","G0065610050020",530104,530103,"G006561005000710",53,1,"延塞高速",1,1,1,1,"G006561005000710010","0",,"6",1274,1,"2003-11-01",2,
"G006561005000720","安塞南-安塞南站",2,0,"36.854536","109.323398",522.8,518.55,"36.888963","109.315015","G006561","2023-10-31",0,1,0,"G0065610050020","G0065610050010",530103,530104,"G006561005000720",53,1,"延塞高速",1,1,1,1,"G006561005000720010","0",,"6",1275,2,"2003-11-01",2,
"G006561005000810","沿河湾站-沿河湾",2,0,"36.854536","109.323398",522.8,533.65,"36.763954","109.350485","G006561","2023-10-31",0,1,0,"G0065610050020","G0065610050040",530103,530102,"G006561005000810",53,1,"延塞高速",1,1,1,1,"G006561005000810010","0",,"6",1276,1,"2003-11-01",2,
"G006561005000820","沿河湾-沿河湾站",2,0,"36.763954","109.350485",533.65,522.8,"36.854536","109.323398","G006561","2023-10-01",0,1,0,"G0065610050040","G0065610050020",530102,530103,"G006561005000820",53,1,"延塞高速",1,1,1,1,"G006561005000820010","0",,"6",1277,2,"2003-11-01",2,
"G006561005000910","延安北站-延安北",2,0,"36.729728","109.392738",1.4,12.1,"36.647610","109.441648","G006561","2023-10-31",0,1,0,,"G0065610050050",9900611,530101,"G006561005000910",53,2,"延塞延安段",1,1,2,1,"G006561005000910010","0",,"6",1278,1,"2003-11-01",2,
"G006561005000920","延安北-延安北站",2,0,"36.647600","109.441648",12.1,1.4,"36.729728","109.392738","G006561","2023-10-31",0,1,0,"G0065610050050",,530101,9900611,"G006561005000920",53,2,"延塞延安段",1,1,2,1,"G006561005000920010","0",,"6",1279,2,"2003-11-01",2,
"G006561006000110","延安北匝道-延安南匝道",2,22000,"36.648027","109.447166",12.292,33.22,"36.496233","109.458266","G006561","2026-09-29",0,1,0,"G0065610050050","G0065610060010",530101,520101,"G006561006000110",52,1,"黄延高速",1,1,2,1,"G006561006000110010","0","27015F","0",351,1,"2006-09-30",1,
"G006561006000120","延安南匝道-延安北匝道",2,22000,"36.495564","109.457990",33.22,12.292,"36.648625","109.447337","G006561","2026-09-29",0,1,0,"G0065610060010","G0065610050050",520101,530101,"G006561006000120",52,1,"黄延高速",1,1,2,1,"G006561006000120010","0","270160","0",352,2,"2006-09-30",1,
"G006561006000210","延安南匝道-南蟠龙立交",2,18200,"36.496185","109.458226",33.22,51.053,"36.361499","109.538636","G006561","2026-09-29",0,1,0,"G0065610060010",,520101,9990701,"G006561006000210",52,1,"黄延高速",1,1,2,1,"G006561006000210010","0","270161","0",353,1,"2006-09-30",1,
"G006561006000220","南蟠龙立交-延安南匝道",2,18200,"36.360382","109.538666",51.053,33.22,"36.495564","109.457990","G006561","2026-09-29",0,1,0,,"G0065610060010",9990701,520101,"G006561006000220",52,1,"黄延高速",1,1,2,1,"G006561006000220010","0","270162","0",354,2,"2006-09-30",1,
"G006561006000310","南蟠龙立交-南泥湾主线",2,3500,"36.361499","109.538636",51.053,54.553,"36.371478","109.571294","G006561","2026-09-29",0,1,0,,"G0065610060020",9990701,520103,"G006561006000310",52,1,"黄延高速",1,1,2,1,"G006561006000310010","0","270163","2",355,1,"2006-09-30",2,
"G006561006000320","南泥湾主线-南蟠龙立交",2,3500,"36.371478","109.571294",54.553,51.053,"36.361532","109.538637","G006561","2026-09-29",0,1,0,"G0065610060020",,520103,9990701,"G006561006000320",52,1,"黄延高速",1,1,2,1,"G006561006000320010","0","270164","2",356,2,"2006-09-30",2,
"G006561006000410","南蟠龙立交-甘泉匝道",2,9867,"36.361532","109.538637",51.053,61.458,"36.272425","109.515308","G006561","2026-09-29",0,1,0,,"G0065610060030",9990701,520102,"G006561006000410",52,1,"黄延高速",1,1,2,1,"G006561006000410010","0","270165","0",357,1,"2006-09-30",1,
"G006561006000420","甘泉匝道-南蟠龙立交",2,9867,"36.272485","109.515480",61.458,51.053,"36.360382","109.538666","G006561","2026-09-29",0,1,0,"G0065610060030",,520102,9990701,"G006561006000420",52,1,"黄延高速",1,1,2,1,"G006561006000420010","0","270166","0",358,2,"2006-09-30",1,
"G006561006000510","甘泉匝道-富县匝道",2,32833,"36.272425","109.515308",61.458,93.65,"36.025832","109.455395","G006561","2026-09-29",0,1,0,"G0065610060030","G0065610060040",520102,520201,"G006561006000510",52,1,"黄延高速",1,1,2,1,"G006561006000510010","0","270167","0",359,1,"2006-09-30",1,
"G006561006000520","富县匝道-甘泉匝道",2,32833,"36.025529","109.455727",93.65,61.458,"36.272485","109.515480","G006561","2026-09-29",0,1,0,"G0065610060040","G0065610060030",520201,520102,"G006561006000520",52,1,"黄延高速",1,1,2,1,"G006561006000520010","0","270168","0",360,2,"2006-09-30",1,
"G006561006000610","富县匝道-厢西堡立交",2,13906,"36.025832","109.455395",93.65,107.932,"35.916593","109.478484","G006561","2026-09-29",0,1,0,"G0065610060040",,520201,9990704,"G006561006000610",52,1,"黄延高速",1,1,2,1,"G006561006000610010","0","270169","0",361,1,"2006-09-30",1,
"G006561006000620","厢西堡立交-富县匝道",2,13906,"35.917755","109.479493",107.932,93.65,"36.026261","109.456234","G006561","2026-09-29",0,1,0,,"G0065610060040",9990704,520201,"G006561006000620",52,1,"黄延高速",1,1,2,1,"G006561006000620010","0","27016A","0",362,2,"2006-09-30",1,
"G006561006000710","厢西堡立交-洛川匝道",2,19685,"35.916593","109.478484",107.932,127.65,"35.771383","109.404913","G006561","2026-09-29",0,1,0,,"G0065610060050",9990704,520202,"G006561006000710",52,1,"黄延高速",1,1,2,1,"G006561006000710010","0","27016B","0",363,1,"2006-09-30",1,
"G006561006000720","洛川匝道-厢西堡立交",2,19685,"35.771187","109.405052",127.65,107.932,"35.917755","109.479493","G006561","2026-09-29",0,1,0,"G0065610060050",,520202,9990704,"G006561006000720",52,1,"黄延高速",1,1,2,1,"G006561006000720010","0","27016C","0",364,2,"2006-09-30",1,
"G006561006000810","洛川匝道-阿党匝道",2,15680,"35.771383","109.404913",127.65,143.407,"35.688342","109.281534","G006561","2026-09-29",0,1,0,"G0065610060050","G0065610060060",520202,520203,"G006561006000810",52,1,"黄延高速",1,1,2,1,"G006561006000810010","0","27016D","0",365,1,"2006-09-30",1,
"G006561006000820","阿党匝道-洛川匝道",2,15680,"35.688139","109.281906",143.407,127.65,"35.771187","109.405052","G006561","2026-09-29",0,1,0,"G0065610060060","G0065610060050",520203,520202,"G006561006000820",52,1,"黄延高速",1,1,2,1,"G006561006000820010","0","27016E","0",366,2,"2006-09-30",1,
"G006561006000910","阿党匝道-黄陵匝道",2,14229,"35.688342","109.281534",143.407,158.019,"35.575273","109.227109","G006561","2026-09-29",0,1,0,"G0065610060060","G0065610070010",520203,510202,"G006561006000910",52,1,"黄延高速",1,1,2,1,"G006561006000910010","0","27016F","0",367,1,"2006-09-30",1,
"G006561006000920","黄陵匝道-阿党匝道",2,14229,"35.574909","109.227091",158.019,143.407,"35.688139","109.281906","G006561","2026-09-29",0,1,0,"G0065610070010","G0065610060060",510202,520203,"G006561006000920",52,1,"黄延高速",1,1,2,1,"G006561006000920010","0","270170","0",368,2,"2006-09-30",1,
"G006561006001010","延安南站-延安南",2,0,"36.660325","109.453832",12.292,33.22,"36.496663","109.453579","G006561","2026-09-29",0,1,0,"G0065610050050","G0065610060010",530101,520101,"G006561006001010",52,1,"黄延高速",1,1,2,1,"G006561006001010010","0",,"6",1280,1,"2006-09-30",2,
"G006561006001020","延安南-延安南站",2,0,"36.496663","109.453579",33.22,12.292,"36.496663","109.453579","G006561","2026-09-29",0,1,0,"G0065610060010","G0065610050050",520101,530101,"G006561006001020",52,1,"黄延高速",1,1,2,1,"G006561006001020010","0",,"6",1281,2,"2006-09-30",2,
"G006561006001110","甘泉站-甘泉",2,0,"36.362002","109.532621",51.053,61.458,"36.272694","109.510592","G006561","2026-09-29",0,1,0,,"G0065610060030",9990701,520102,"G006561006001110",52,1,"黄延高速",1,1,2,1,"G006561006001110010","0",,"6",1282,1,"2006-09-30",2,
"G006561006001120","甘泉-甘泉站",2,0,"36.272694","109.510592",61.458,51.053,"36.362002","109.532621","G006561","2026-09-29",0,1,0,"G0065610060030",,520102,9990701,"G006561006001120",52,1,"黄延高速",1,1,2,1,"G006561006001120010","0",,"6",1283,2,"2006-09-30",2,
"G006561006001210","富县站-富县",2,0,"36.272694","109.510592",61.458,93.65,"36.026442","109.450525","G006561","2026-09-29",0,1,0,"G0065610060030","G0065610060040",520102,520201,"G006561006001210",52,1,"黄延高速",1,1,2,1,"G006561006001210010","0",,"6",1284,1,"2006-09-30",2,
"G006561006001220","富县-富县站",2,0,"36.026442","109.450525",93.65,61.458,"36.272694","109.510592","G006561","2026-09-29",0,1,0,"G0065610060040","G0065610060030",520201,520102,"G006561006001220",52,1,"黄延高速",1,1,2,1,"G006561006001220010","0",,"6",1285,2,"2006-09-30",2,
"G006561006001310","洛川站-洛川",2,0,"35.918260","109.473330",107.932,127.65,"35.772064","109.401664","G006561","2026-09-29",0,1,0,,"G0065610060050",9990704,520202,"G006561006001310",52,1,"黄延高速",1,1,2,1,"G006561006001310010","0",,"6",1286,1,"2006-09-30",2,
"G006561006001320","洛川-洛川站",2,0,"35.772064","109.401664",127.65,107.932,"35.918260","109.473330","G006561","2026-09-29",0,1,0,"G0065610060050",,520202,9990704,"G006561006001320",52,1,"黄延高速",1,1,2,1,"G006561006001320010","0",,"6",1287,2,"2006-09-30",2,
"G006561006001410","阿党站-阿党",2,0,"35.772064","109.401664",127.65,143.407,"35.688974","109.277467","G006561","2026-09-29",0,1,0,"G0065610060050","G0065610060060",520202,520203,"G006561006001410",52,1,"黄延高速",1,1,2,1,"G006561006001410010","0",,"6",1288,1,"2006-09-30",2,
"G006561006001420","阿党-阿党站",2,0,"35.688974","109.277467",143.407,127.65,"35.772064","109.401664","G006561","2026-09-29",0,1,0,"G0065610060060","G0065610060050",520203,520202,"G006561006001420",52,1,"黄延高速",1,1,2,1,"G006561006001420010","0",,"6",1289,2,"2006-09-30",2,
"G006561007000110","黄陵匝道-杜村立交",2,3990,"35.575273","109.227109",158.019,162.099,"35.555116","109.194135","G006561","2021-04-27",0,1,0,"G0065610070010",,510202,9900609,"G006561007000110",51,1,"铜黄高速",1,1,2,1,"G006561007000110010","0","270171","0",369,1,"2001-04-28",1,
"G006561007000120","杜村立交-黄陵匝道",2,3990,"35.554994","109.195329",162.099,158.019,"35.574909","109.227091","G006561","2021-04-27",0,1,0,,"G0065610070010",9900609,510202,"G006561007000120",51,1,"铜黄高速",1,1,2,1,"G006561007000120010","0","270172","0",370,2,"2001-04-28",1,
"G006561007000210","杜村立交-彭镇匝道",2,8290,"35.555116","109.194135",162.099,170.15,"35.496144","109.152211","G006561","2021-04-27",0,1,0,,"G0065610070020",9900609,510203,"G006561007000210",51,1,"铜黄高速",1,1,2,1,"G006561007000210010","0","270173","0",371,1,"2001-04-28",1,
"G006561007000220","彭镇匝道-杜村立交",2,8290,"35.495948","109.152565",170.15,162.099,"35.554994","109.195329","G006561","2021-04-27",0,1,0,"G0065610070020",,510203,9900609,"G006561007000220",51,1,"铜黄高速",1,1,2,1,"G006561007000220010","0","270174","0",372,2,"2001-04-28",1,
"G006561007000310","彭镇匝道-宜君匝道",2,8050,"35.496144","109.152211",170.15,178.465,"35.433514","109.111340","G006561","2021-04-27",0,1,0,"G0065610070020","G0065610070030",510203,510201,"G006561007000310",51,1,"铜黄高速",1,1,2,1,"G006561007000310010","0","270175","0",373,1,"2001-04-28",1,
"G006561007000320","宜君匝道-彭镇匝道",2,8050,"35.433475","109.111687",178.465,170.15,"35.495948","109.152565","G006561","2021-04-27",0,1,0,"G0065610070030","G0065610070020",510201,510203,"G006561007000320",51,1,"铜黄高速",1,1,2,1,"G006561007000320010","0","270176","0",374,2,"2001-04-28",1,
"G006561007000410","宜君匝道-半截沟东立交",2,24210,"35.433514","109.111340",178.465,202.418,"35.254823","109.021296","G006561","2021-04-27",0,1,0,"G0065610070030",,510201,9900607,"G006561007000410",51,1,"铜黄高速",1,1,2,1,"G006561007000410010","0","270177","0",375,1,"2001-04-28",1,
"G006561007000420","半截沟东立交-宜君匝道",2,24210,"35.254880","109.021647",202.418,178.465,"35.433475","109.111687","G006561","2021-04-27",0,1,0,,"G0065610070030",9900607,510201,"G006561007000420",51,1,"铜黄高速",1,1,2,1,"G006561007000420010","0","270178","0",376,2,"2001-04-28",1,
"G006561007000510","半截沟东立交-金锁关匝道",2,8130,"35.254823","109.021296",202.418,210.96,"35.196350","109.071116","G006561","2021-04-27",0,1,0,,"G0065610070040",9900607,510102,"G006561007000510",51,1,"铜黄高速",1,1,2,1,"G006561007000510010","0","270179","0",377,1,"2001-04-28",1,
"G006561007000520","金锁关匝道-半截沟东立交",2,8130,"35.196315","109.071366",210.96,202.418,"35.254880","109.021647","G006561","2021-04-27",0,1,0,"G0065610070040",,510102,9900607,"G006561007000520",51,1,"铜黄高速",1,1,2,1,"G006561007000520010","0","27017A","0",378,2,"2001-04-28",1,
"G006561007000610","金锁关匝道-川口匝道",2,18750,"35.196350","109.071116",210.96,229.705,"35.056071","109.061500","G006561","2021-04-27",0,1,0,"G0065610070040","G0065610070050",510102,510101,"G006561007000610",51,1,"铜黄高速",1,1,2,1,"G006561007000610010","0","27017B","0",379,1,"2001-04-28",1,
"G006561007000620","川口匝道-金锁关匝道",2,18750,"35.056350","109.061427",229.705,210.96,"35.196315","109.071366","G006561","2021-04-27",0,1,0,"G0065610070050","G0065610070040",510101,510102,"G006561007000620",51,1,"铜黄高速",1,1,2,1,"G006561007000620010","0","27017C","0",380,2,"2001-04-28",1,
"G006561007000710","黄陵站-黄陵",2,0,"35.688974","109.277467",143.407,158.019,"35.576785","109.223808","G006561","2021-04-27",0,1,0,"G0065610060060","G0065610070010",520203,510202,"G006561007000710",52,1,"黄延高速",1,1,2,1,"G006561007000710010","0",,"6",1290,1,"2001-04-28",2,
"G006561007000720","黄陵-黄陵站",2,0,"35.576785","109.223808",158.019,143.407,"35.688974","109.277467","G006561","2021-04-27",0,1,0,"G0065610070010","G0065610060060",510202,520203,"G006561007000720",52,1,"黄延高速",1,1,2,1,"G006561007000720010","0",,"6",1291,2,"2001-04-28",2,
"G006561007000810","彭镇站-彭镇",2,0,"35.555062","109.188893",162.099,170.15,"35.495122","109.146387","G006561","2021-04-27",0,1,0,,"G0065610070020",9900609,510203,"G006561007000810",51,1,"铜黄高速",1,1,2,1,"G006561007000810010","0",,"6",1292,1,"2001-04-28",2,
"G006561007000820","彭镇-彭镇站",2,0,"35.495122","109.146387",170.15,162.099,"35.555062","109.188893","G006561","2021-04-27",0,1,0,"G0065610070020",,510203,9900609,"G006561007000820",51,1,"铜黄高速",1,1,2,1,"G006561007000820010","0",,"6",1293,2,"2001-04-28",2,
"G006561007000910","宜君站-宜君",2,0,"35.495122","109.146387",170.15,178.465,"35.435952","109.106658","G006561","2021-04-27",0,1,0,"G0065610070020","G0065610070030",510203,510201,"G006561007000910",51,1,"铜黄高速",1,1,2,1,"G006561007000910010","0",,"6",1294,1,"2001-04-28",2,
"G006561007000920","宜君-宜君站",2,0,"35.435952","109.106658",178.465,170.15,"35.495122","109.146387","G006561","2021-04-27",0,1,0,"G0065610070030","G0065610070020",510201,510203,"G006561007000920",51,1,"铜黄高速",1,1,2,1,"G006561007000920010","0",,"6",1295,2,"2001-04-28",2,
"G006561007001010","金锁关站-金锁关",2,0,"35.255352","109.016315",202.418,210.96,"35.196655","109.065307","G006561","2021-04-27",0,1,0,,"G0065610070040",9900607,510102,"G006561007001010",51,1,"铜黄高速",1,1,2,1,"G006561007001010010","0",,"6",1296,1,"2001-04-28",2,
"G006561007001020","金锁关-金锁关站",2,0,"35.196655","109.065307",210.96,202.418,"35.255352","109.016315","G006561","2021-04-27",0,1,0,"G0065610070040",,510102,9900607,"G006561007001020",51,1,"铜黄高速",1,1,2,1,"G006561007001020010","0",,"6",1297,2,"2001-04-28",2,
"G006561007001110","川口站-川口",2,0,"35.196655","109.065307",210.96,229.705,"35.057130","109.055856","G006561","2021-04-27",0,1,0,"G0065610070040","G0065610070050",510102,510101,"G006561007001110",51,1,"铜黄高速",1,1,2,1,"G006561007001110010","0",,"6",1298,1,"2001-04-28",2,
"G006561007001120","川口-川口站",2,0,"35.057130","109.055856",229.705,210.96,"35.196655","109.065307","G006561","2021-04-27",0,1,0,"G0065610070050","G0065610070040",510101,510102,"G006561007001120",51,1,"铜黄高速",1,1,2,1,"G006561007001120010","0",,"6",1299,2,"2001-04-28",2,
"G006561008000110","黄堡-黄堡站",2,0,"35.054776","109.061451",229.705,252.551,"34.988742","109.010548","G006561","2041-09-14",0,1,0,"G0065610070050","G0065610080020",510099,500103,"G006561008000110",50,1,"西铜高速",1,1,2,1,"G006561008000110010","0","27017D","6",381,1,"1992-12-26",2,
"G006561008000120","黄堡站-黄堡",2,0,"34.988742","109.010548",252.551,229.705,"35.054543","109.061808","G006561","2041-09-14",0,1,0,"G0065610080020","G0065610070050",500103,510101,"G006561008000120",50,1,"西铜高速",1,1,2,1,"G006561008000120010","0","27017E","6",382,2,"1992-12-26",2,
"G006561008000210","耀州北-耀州北站",2,0,"35.054151","109.061585",229.705,252.551,"34.921884","108.985243","G006561","2041-09-14",0,1,0,"G0065610080020","G0065610080030",500103,500105,"G006561008000210",50,1,"西铜高速",1,1,2,1,"G006561008000210010","0","27017F","6",383,1,"1992-12-26",2,
"G006561008000220","耀州北站-耀州北",2,0,"34.921524","108.986510",252.551,229.705,"35.054151","109.061585","G006561","2041-09-14",0,1,0,"G0065610080030","G0065610080020",500105,500103,"G006561008000220",50,1,"西铜高速",1,1,2,1,"G006561008000220010","0","270180","6",384,2,"1992-12-26",2,
"G006561008000310","铜川主线-铜川主线单",2,0,"35.055961","109.061642",229.705,252.551,"34.877153","108.967895","G006561","2041-09-14",0,1,0,"G0065610080030","G0065610080040",500105,500104,"G006561008000310",50,1,"西铜高速",1,1,2,1,"G006561008000310010","0","270181","2",385,1,"1992-12-26",2,
"G006561008000320","铜川主线单-铜川主线",2,0,"34.876899","108.968827",252.551,229.705,"35.054556","109.061784","G006561","2041-09-14",0,1,0,"G0065610080040","G0065610080030",500104,500105,"G006561008000320",50,1,"西铜高速",1,1,2,1,"G006561008000320010","0","270182","2",386,2,"1992-12-26",2,
"G006561008000410","铜川主线-铜川主线站",2,1,"35.054525","109.061799",229.705,282.762,"34.877522","108.968392","G006561","2041-09-14",0,1,0,"G0065610080040","G0065610080010",500104,500102,"G006561008000410",50,1,"西铜高速",3,3,3,1,"G006561008000410010","0","270183","6",387,1,"1992-12-26",2,
"G006561008000420","铜川主线站-铜川主线",2,1,"34.876920","108.968823",282.762,229.705,"35.054525","109.061799","G006561","2041-09-14",0,1,0,"G0065610080010","G0065610080040",500102,500104,"G006561008000420",50,1,"西铜高速",3,3,3,1,"G006561008000420010","0","270184","6",388,2,"1992-12-26",2,
"G006561008000510","铜川新区-铜川新区站",2,0,"34.877390","108.968011",253.805,282.762,"34.866857","108.966577","G006561","2041-09-14",0,1,0,"G0065610080010","G0065610080050",500102,500110,"G006561008000510",50,1,"西铜开放",1,1,2,1,"G006561008000510010","0","270185","6",389,1,"1992-12-26",2,
"G006561008000520","铜川新区站-铜川新区",2,0,"34.866829","108.965997",282.762,253.805,"34.876934","108.968834","G006561","2041-09-14",0,1,0,"G0065610080050","G0065610080010",500110,500102,"G006561008000520",50,1,"西铜开放",1,1,2,1,"G006561008000520010","0","270186","6",390,2,"1992-12-26",2,
"G006561008000610","铜川新区匝道-西安北主线",2,29089,"34.866857","108.966577",282.762,313.951,"34.494522","108.974218","G006561","2041-09-14",0,1,0,"G0065610080050","G0065610080060",500110,500101,"G006561008000610",50,1,"西铜开放",3,1,1,1,"G006561008000610010","0","270187","4",391,1,"1992-12-26",2,
"G006561008000620","西安北主线-铜川新区匝道",2,29089,"34.494044","108.974812",313.951,282.762,"34.866802","108.966586","G006561","2041-09-14",0,1,0,"G0065610080060","G0065610080050",500101,500110,"G006561008000620",50,1,"西铜开放",3,1,1,1,"G006561008000620010","0","270188","4",392,2,"1992-12-26",2,
"G006561008000710","西安北主线-泾河匝道",2,29089,"34.494169","108.974735",282.762,313.951,"34.481890","108.985955","G006561","2041-09-14",0,1,0,"G0065610080060","G0065610080070",500101,500107,"G006561008000710",50,1,"西铜开放",3,1,1,1,"G006561008000710010","0","270189","4",393,1,"1992-12-26",2,
"G006561008000720","泾河匝道-西安北主线",2,29089,"34.482262","108.986027",313.951,282.762,"34.494094","108.974792","G006561","2041-09-14",0,1,0,"G0065610080070","G0065610080060",500107,500101,"G006561008000720",50,1,"西铜开放",3,1,1,1,"G006561008000720010","0","27018A","4",394,2,"1992-12-26",2,
"G006561008000810","泾河匝道-梁村塬匝道",2,29087,"34.482308","108.986028",282.762,313.951,"34.438391","108.965708","G006561","2041-09-14",0,1,0,"G0065610080070","G0065610080080",500107,500109,"G006561008000810",50,1,"西铜开放",3,1,1,1,"G006561008000810010","0","27018B","4",395,1,"1992-12-26",2,
"G006561008000820","梁村塬匝道-泾河匝道",2,28990,"34.438608","108.965438",313.951,282.762,"34.482308","108.986028","G006561","2041-09-14",0,1,0,"G0065610080080","G0065610080070",500109,500107,"G006561008000820",50,1,"西铜开放",3,1,1,1,"G006561008000820010","0","27018C","4",396,2,"1992-12-26",2,
"G006561008000910","西铜西安北",2,21846,"34.494873","108.973758",296.633,296.633,"34.494873","108.973758","G006561","2041-09-14",0,1,0,,,,,"G006561008000910",50,1,"西铜开放",3,1,1,1,"G006561008000910010","0","27018D","4",397,1,"1992-12-26",2,
"G006561008000920","西铜西安北",2,21846,"34.494908","108.973826",296.633,296.633,"34.494908","108.973826","G006561","2041-09-14",0,1,0,,,,,"G006561008000920",50,1,"西铜开放",3,1,1,1,"G006561008000920010","0","27018E","4",398,2,"1992-12-26",2,
"G006561008001010","西铜铜川主线开放",2,21846,"35.055928","109.061639",229.705,282.762,"34.613486","108.961307","G006561","2041-09-14",0,1,0,,,0,0,"G006561008001010",50,1,"西铜开放",3,2,2,1,"G006561008001010010","0","27018F","4",399,1,"1992-12-26",2,
"G006561008001020","西铜铜川主线开放",2,21846,"34.613645","108.963390",282.762,229.705,"35.054572","109.061782","G006561","2041-09-14",0,1,0,,,0,0,"G006561008001020",50,1,"西铜开放",3,2,2,1,"G006561008001020010","0","270190","4",400,2,"1992-12-26",2,
"G006561008001110","西铜黄堡开放",2,21846,"35.054521","109.061751",229.705,239.186,"34.988747","109.010665","G006561","2041-09-14",0,1,0,,,0,0,"G006561008001110",50,1,"西铜开放",3,1,1,1,"G006561008001110010","0","270191","4",401,1,"1992-12-26",2,
"G006561008001120","西铜黄堡开放",2,21846,"34.989065","109.010414",239.186,229.705,"35.054521","109.061751","G006561","2041-09-14",0,1,0,,,0,0,"G006561008001120",50,1,"西铜开放",3,1,1,1,"G006561008001120010","0","270192","4",402,2,"1992-12-26",2,
"G006561008001210","西铜耀州北开放",2,21846,"35.054709","109.061524",229.705,246.951,"34.922005","108.985279","G006561","2041-09-14",0,1,0,,,0,0,"G006561008001210",50,1,"西铜开放",3,1,1,1,"G006561008001210010","0","270193","4",403,1,"1992-12-26",2,
"G006561008001220","西铜耀州北开放",2,21846,"34.921620","108.986566",246.951,229.705,"35.054456","109.061680","G006561","2041-09-14",0,1,0,,,0,0,"G006561008001220",50,1,"西铜开放",3,1,1,1,"G006561008001220010","0","270194","4",404,2,"1992-12-26",2,
"G006561008001310","耀州南站-耀州南",2,0,"35.031785","109.030230",765.854,788.7,"34.877377","108.968034","G006561","2041-09-14",0,1,0,"G0065610070050","G0065610080130",510099,500203,"G006561008001310",50,1,"西铜高速",1,1,2,1,"G006561008001310010","0",,"6",1300,1,"1992-12-26",2,
"G006561008001320","耀州南-耀州南站",2,0,"35.031785","109.030230",765.854,788.7,"34.877377","108.968034","G006561","2041-09-14",0,1,0,"G0065610080130","G0065610070050",500203,510101,"G006561008001320",50,1,"西铜高速",1,1,2,1,"G006561008001320010","0",,"6",1301,2,"1992-12-26",2,
"G006561008001410","黄堡南-黄堡南站",2,0,"35.031785","109.030230",765.854,788.7,"34.877377","108.968034","G006561","2041-09-14",0,1,0,"G0065610070050","G0065610080040",510099,500104,"G006561008001410",50,1,"西铜高速",1,1,1,1,"G006561008001410010","0",,"6",1302,1,"1992-12-26",2,
